4 165564 1265926154 160693650 493 7 144 10 10 1
30 165446 1265926154 160691279 390 7 123 7 7 1
40 165349 1265926154 160693627 556 8 113 9 9 1
56 165231 1265926154 160693643 355 7 121 9 9 1
72 165115 1265926154 160693648 731 12 168 9 9 1
14 165561 1265926154 160693639 792 12 125 9 9 1
16 165462 1265926154 160693645 371 7 117 11 11 1
32 165346 1265926154 160693638 692 11 102 8 8 1
54 165211 1265926154 160693628 478 7 119 8 8 1
68 165100 1265926154 160693639 854 14 143 9 9 1
6 165559 1265926154 160693646 997 17 136 9 9 1
22 165445 1265926154 160693651 434 7 132 8 8 1
34 165340 1265926154 160693636 819 12 158 9 9 1
62 165265 1265926154 160745726 693 10 100 8 8 1
78 165097 1265926154 160693657 323 7 115 9 9 1
8 165579 1265926154 160693646 1822 30 130 9 9 1
24 165516 1265926154 160745741 665 10 150 8 8 1
44 165371 1265926154 160728215 362 7 117 8 8 1
58 165277 1265926154 160745724 802 10 117 9 9 1
70 165128 1265926154 160728214 366 7 118 8 8 1
2 165570 1265926154 160693649 840 15 136 10 11 1
18 165490 1265926154 160728211 323 7 95 8 8 1
36 165334 1265926154 160693636 620 12 143 9 9 1
50 165274 1265926154 160745740 793 12 113 8 8 1
76 165154 1265926154 160745743 613 10 110 7 7 1
12 165618 1265926154 160745735 803 12 108 9 9 1
28 165504 1265926154 160745731 1081 15 133 8 8 1
46 165382 1265926154 160745744 529 10 127 9 9 1
60 165271 1265926154 160745727 544 7 127 9 10 1
