251919373489879624 30.000000 120.000000 6.593859
251919373694159297 15.000000 267.000000 8.565238
251919373862199532 30.000000 111.000000 5.350165
251919376902256450 0.000000 273.000000 4.638889
251919376909653570 12.000000 258.000000 9.276064
251919392942742084 0.000000 270.000000 6.689405
251919396945805886 33.000000 123.000000 8.192375
251919413337186022 0.000000 264.000000 10.951278
251919417461840982 0.000000 270.000000 9.698801
251919428919377681 0.000000 267.000000 10.754668
251919432356641130 0.000000 270.000000 7.871541
251919433731548466 0.000000 273.000000 5.808924
251919438085353947 0.000000 270.000000 6.334647
251919439001975371 0.000000 264.000000 8.268277
251919439231121440 0.000000 261.000000 8.493579
251919439460268441 9.000000 273.000000 8.870610
251919440147737245 15.000000 276.000000 7.078370
251919440503238255 21.000000 120.000000 6.947341
251919448168051645 0.000000 273.000000 7.454880
251919449809757945 24.000000 126.000000 6.757708
251919454355206315 0.000000 279.000000 8.571246
251919455959299789 0.000000 264.000000 8.638059
251919456188449696 0.000000 267.000000 9.914437
251919456646760340 0.000000 267.000000 8.439124
251919458021668172 0.000000 270.000000 8.915801
251919459396589989 0.000000 273.000000 7.599742
251919461917304110 0.000000 270.000000 11.068218
251919462604753294 0.000000 270.000000 8.617678
251919465583766159 0.000000 270.000000 9.351806
251919468049024869 30.000000 132.000000 5.933847
251919472916748175 0.000000 267.000000 7.751622
251919473375047738 0.000000 270.000000 8.291316
251919473604203175 0.000000 270.000000 7.055215
251919485749284618 3.000000 270.000000 5.706551
251919489407025788 0.000000 126.000000 22.984905
251919493082178929 9.000000 267.000000 9.644712
251919494457106066 0.000000 267.000000 7.418388
251919497665245633 0.000000 267.000000 8.082392
251919504150499068 24.000000 126.000000 7.513655
251919504539850674 0.000000 270.000000 6.625780
251919512101937768 0.000000 267.000000 7.820275
251919512331078852 0.000000 273.000000 9.687760
251919514851748839 0.000000 270.000000 10.779691
251919514942889520 42.000000 123.000000 10.066006
251919533177641220 30.000000 123.000000 7.411683
251919533782868900 6.000000 129.000000 7.375032
251919571763495499 0.000000 252.000000 13.587069
251919572996360726 27.000000 123.000000 9.128076
251919604985300054 0.000000 258.000000 12.892612
251919615048514628 24.000000 120.000000 7.692459
251919615218119823 0.000000 264.000000 12.502652
251919620946751415 15.000000 267.000000 7.747456
251919621596978449 0.000000 258.000000 16.253508
251919628050330345 0.000000 267.000000 13.031951
251919644090801977 0.000000 270.000000 7.944211
251919650409334817 30.000000 117.000000 10.839142
251919652798555445 0.000000 270.000000 9.620169
251919653485998365 0.000000 267.000000 6.023611
251919658227950563 24.000000 117.000000 7.781933
251919673880654038 0.000000 270.000000 7.781449
251919674568134570 0.000000 270.000000 7.643673
251919676102311293 0.000000 117.000000 9.799981
251919679188461078 0.000000 276.000000 23.463122
251919696108922251 12.000000 270.000000 8.913008
251919696338074952 0.000000 267.000000 7.140076
251919700689023594 21.000000 114.000000 9.529590
251919705435262286 36.000000 261.000000 30.316491
