0 0 1251970500 99432484 106 7 23 4 4
3 0 1251970500 99439620 106 22 11 1 1
24 0 1251970500 99513348 5060 440 30 2 3
25 0 1251970500 99514374 235 27 20 2 2
16 0 1251970500 99515398 305 29 21 3 3
27 0 1251970500 99520516 183 33 14 1 1
30 0 1251970500 99530757 5097 457 31 2 3
32 0 1251970500 99595276 213 21 23 2 2
43 0 1251970500 99599366 190 25 18 2 2
69 0 1251970500 99691524 159 26 16 1 1
39 596 1251970500 100226434 83 7 22 4 4
79 842 1251970500 100558292 146 9 34 5 5
41 940 1251970500 100558279 148 9 31 4 4
37 926 1251970500 100558277 75 7 22 4 4
9 7644 1251970500 107259144 995 25 124 6 6
17 7559 1251970500 107259140 639 15 122 6 6
47 7467 1251970500 107259148 738 18 104 5 5
73 7403 1251970500 107259150 658 16 126 6 6
1 7641 1251970500 107259145 854 18 114 9 9
26 7562 1251970500 107263501 254 7 56 9 10
65 7400 1251970500 107259135 930 26 121 5 5
33 7481 1251970500 107259138 558 14 112 6 6
11 7638 1251970500 107259141 1158 27 122 6 6
19 7553 1251970500 107259145 623 13 111 6 6
42 7484 1251970500 107263503 257 10 59 9 9
75 7397 1251970500 107259155 213 8 73 8 8
13 7632 1251970500 107259139 987 25 135 6 6
29 7550 1251970500 107259141 771 18 126 6 6
34 7477 1251970500 107259141 181 7 44 8 8
67 7394 1251970500 107259139 491 13 108 7 7
5 7629 1251970500 107259147 690 17 101 8 8
21 7548 1251970500 107259144 720 17 109 5 5
35 7476 1251970500 107259142 284 9 56 8 8
69 7389 1251970500 107259142 564 14 121 6 6
31 7545 1251970500 107259140 658 14 134 7 7
44 7474 1251970500 107259153 233 7 66 9 9
78 7391 1251970500 107263509 318 9 85 9 10
15 7627 1251970500 107259138 820 23 119 5 5
22 7547 1251970500 107263504 295 8 83 9 10
45 7473 1251970500 107259147 637 16 126 5 5
71 7383 1251970500 107259147 922 23 107 6 6
7 7624 1251970500 107259144 872 30 101 5 5
23 7542 1251970500 107259146 786 17 123 5 5
11 54845 1251970500 155599415 196 9 45 6 6
47 54674 1251970500 155599423 158 9 40 6 6
19 54760 1251970500 155599416 120 7 34 6 6
65 54607 1251970500 155599408 204 10 33 5 5
21 54755 1251970500 155599417 193 8 43 5 5
69 54596 1251970500 155599412 229 9 44 7 7
79 54593 1251970500 155599426 152 8 35 5 5
7 68671 1251970500 169771619 192 11 32 4 5
11 92762 1251970500 194425959 284 12 58 6 6
17 92683 1251970500 194425964 137 7 49 6 6
33 92605 1251970500 194425954 264 12 57 6 6
65 92524 1251970500 194425953 307 16 48 5 5
7 92748 1251970500 194425964 232 12 43 5 5
19 92677 1251970500 194425961 308 13 59 6 6
45 92597 1251970500 194425965 406 16 55 5 5
79 92510 1251970500 194425969 316 16 43 5 5
21 92672 1251970500 194425965 414 16 54 5 5
47 92591 1251970500 194425968 388 17 56 5 5
23 92666 1251970500 194425964 503 18 57 5 5
11 127911 1251970501 30418395 124 8 40 6 6
17 127832 1251970501 30418399 182 8 43 5 6
33 127754 1251970501 30418393 191 9 65 6 6
65 127673 1251970501 30418400 262 10 69 4 4
5 127902 1251970501 30418398 250 8 63 8 8
21 127821 1251970501 30418401 271 13 48 5 5
45 127746 1251970501 30418401 218 11 74 5 5
67 127667 1251970501 30418404 213 8 56 6 7
7 127897 1251970501 30418394 234 10 63 5 5
23 127815 1251970501 30418399 163 8 41 5 5
47 127740 1251970501 30418397 293 12 67 5 5
69 127662 1251970501 30418407 89 7 32 6 6
79 127659 1251970501 30418397 261 10 59 5 5
45 173414 1251970501 77182935 163 12 27 5 5
79 173325 1251970501 77180220 164 11 30 5 5
65 173341 1251970501 77182921 235 19 30 4 4
11 202491 1251970501 106788673 136 7 36 5 5
17 202412 1251970501 106788669 141 7 41 5 5
33 202335 1251970501 106788866 519 19 79 6 6
79 202239 1251970501 106788682 102 7 26 4 5
1 202495 1251970501 106788874 193 7 48 9 9
19 202407 1251970501 106788866 376 13 76 6 6
35 202330 1251970501 106788869 141 7 52 8 8
65 202253 1251970501 106788861 206 8 57 4 4
5 202483 1251970501 106788873 181 7 47 8 8
21 202402 1251970501 106788871 288 12 80 5 5
45 202327 1251970501 106788872 301 13 62 5 5
67 202247 1251970501 106788862 209 7 56 7 7
7 202478 1251970501 106788873 228 10 57 5 5
23 202396 1251970501 106788872 386 12 69 5 5
47 202321 1251970501 106788877 186 8 54 5 5
69 202242 1251970501 106788863 320 12 72 6 6
11 214165 1251970501 118742499 399 18 42 5 5
17 214086 1251970501 118742497 289 14 32 5 5
79 213990 1251970501 118821005 115 7 34 5 5
1 214643 1251970501 119229166 441 12 86 9 9
19 214555 1251970501 119229159 778 17 109 6 6
33 214483 1251970501 119229157 552 13 114 6 6
65 214402 1251970501 119229151 841 27 130 4 4
5 214631 1251970501 119229166 488 13 82 8 8
35 214478 1251970501 119229158 365 10 63 8 8
45 30607 1251970501 199384043 99 7 22 5 5
23 30676 1251970501 199384045 98 7 26 5 5
65 30534 1251970501 199384038 105 7 28 5 5
19 36954 1251970502 5801952 172 9 36 6 6
65 36801 1251970502 5801946 122 7 31 4 4
7 37032 1251970502 5808734 104 9 29 4 5
11 76731 1251970502 46446415 308 13 50 5 6
17 76652 1251970502 46446417 257 12 40 5 5
33 76574 1251970502 46446408 415 17 53 6 6
65 76493 1251970502 46446411 266 13 46 5 5
7 76717 1251970502 46446420 318 13 48 5 5
19 76646 1251970502 46446423 151 9 39 6 6
45 76566 1251970502 46446423 288 14 42 5 5
69 76482 1251970502 46446419 188 9 41 6 6
21 76641 1251970502 46446421 494 18 47 5 5
47 76560 1251970502 46446425 311 13 52 5 6
79 76479 1251970502 46446429 298 14 46 5 5
23 76635 1251970502 46446422 363 14 47 5 5
1 159650 1251970502 131351862 754 14 121 9 9
17 159568 1251970502 131351858 687 17 96 5 5
33 159490 1251970502 131351856 524 14 115 6 6
65 159409 1251970502 131351852 809 19 126 4 5
11 159647 1251970502 131351858 1089 27 106 6 6
19 159562 1251970502 131351859 811 20 138 6 6
35 159485 1251970502 131351862 298 11 62 8 8
67 159403 1251970502 131351856 604 14 99 7 7
5 159638 1251970502 131351864 781 17 116 8 8
21 159557 1251970502 131351860 742 20 101 5 5
45 159482 1251970502 131351866 642 17 103 5 5
69 159398 1251970502 131351860 708 16 111 6 6
7 159633 1251970502 131351861 744 23 96 5 5
23 159551 1251970502 131351866 669 15 138 5 5
47 159476 1251970502 131351866 695 17 119 6 6
79 159395 1251970502 131351868 759 19 133 5 5
21 221485 1251970502 194765853 117 7 28 5 5
23 221479 1251970502 194765862 191 12 39 5 5
1 12901 1251970503 49515749 478 12 89 9 9
17 12819 1251970503 49515747 442 18 69 5 5
33 12741 1251970503 49515746 636 19 84 6 6
65 12659 1251970503 49515322 94 7 28 5 5
11 12898 1251970503 49515747 678 23 78 6 6
19 12813 1251970503 49515747 286 9 69 6 6
35 12736 1251970503 49515747 246 9 49 8 8
79 12645 1251970503 49515302 104 7 36 4 4
5 12889 1251970503 49515751 313 9 76 8 8
21 12808 1251970503 49515754 207 9 52 5 5
45 12733 1251970503 49515752 352 13 68 5 5
67 12654 1251970503 49515742 231 9 47 7 7
7 12884 1251970503 49515751 498 21 85 5 5
23 12802 1251970503 49515752 579 19 84 5 5
47 12727 1251970503 49515756 301 9 80 6 6
69 12649 1251970503 49515745 218 10 51 6 6
7 55779 1251970503 93440444 213 12 33 5 5
7 60687 1251970503 98466271 235 12 45 6 6
17 60622 1251970503 98466263 300 13 51 5 5
45 60536 1251970503 98466272 168 9 36 5 5
65 60463 1251970503 98466258 255 11 53 5 5
47 60530 1251970503 98466272 284 11 41 6 6
19 60616 1251970503 98466266 233 11 41 7 7
69 60452 1251970503 98466266 225 9 50 7 7
21 60611 1251970503 98466270 294 12 49 6 6
79 60449 1251970503 98466276 235 11 60 6 6
23 60605 1251970503 98466270 329 13 48 6 6
1 104431 1251970503 143242274 1033 22 131 9 9
17 104349 1251970503 143242268 849 20 138 5 5
33 104271 1251970503 143242268 568 12 120 6 7
65 104190 1251970503 143242268 657 17 122 5 5
11 104428 1251970503 143242271 1283 32 134 6 6
19 104343 1251970503 143242272 905 20 129 6 7
35 104266 1251970503 143242269 541 13 83 8 8
67 104184 1251970503 143242268 474 12 113 7 8
5 104419 1251970503 143242276 809 18 108 8 8
21 104338 1251970503 143242276 797 17 116 6 6
45 104263 1251970503 143242280 539 11 152 6 6
69 104179 1251970503 143242273 618 13 130 7 7
7 104414 1251970503 143242274 955 26 133 6 6
23 104332 1251970503 143242277 1056 28 115 6 6
47 104257 1251970503 143242279 939 24 112 6 6
79 104176 1251970503 143242283 746 15 131 6 6
11 44666 1251970504 150482048 165 7 44 6 6
17 44587 1251970504 150482048 248 12 39 5 6
33 44509 1251970504 150482039 329 13 51 6 7
65 44428 1251970504 150482040 343 15 53 5 5
7 44652 1251970504 150482051 251 11 51 6 6
19 44581 1251970504 150482050 204 9 43 7 7
45 44501 1251970504 150482056 205 9 43 6 6
79 44414 1251970504 150482060 215 9 41 6 6
21 44576 1251970504 150482054 365 14 53 6 6
47 44495 1251970504 150482053 348 14 44 6 6
23 44570 1251970504 150482053 296 12 43 6 6
1 49373 1251970504 155298849 668 16 107 9 9
17 49291 1251970504 155298842 734 17 102 5 5
33 49213 1251970504 155298839 596 13 115 6 7
65 49132 1251970504 155298836 872 24 115 4 5
11 49370 1251970504 155298845 1040 24 115 6 6
35 49208 1251970504 155298839 617 16 108 8 8
67 49126 1251970504 155298839 666 15 113 7 7
5 49361 1251970504 155298846 869 17 131 8 8
69 49121 1251970504 155298843 667 14 104 6 7
11 85467 1251970504 192263134 234 10 43 6 6
21 85377 1251970504 192263141 124 7 31 5 5
45 85302 1251970504 192263139 126 7 36 5 5
69 85218 1251970504 192263134 109 7 40 6 6
7 85453 1251970504 192263141 117 7 31 5 5
17 85389 1251970504 192263265 375 14 66 5 5
33 85311 1251970504 192263271 294 12 50 6 6
65 85230 1251970504 192263264 80 7 29 5 5
1 85471 1251970504 192263273 319 10 66 9 9
19 85383 1251970504 192263270 232 9 65 6 6
47 85297 1251970504 192263275 307 10 54 6 6
67 85224 1251970504 192263262 313 12 71 7 7
5 85459 1251970504 192263276 149 7 47 8 8
23 85372 1251970504 192263276 293 11 76 5 5
79 85216 1251970504 192263281 320 12 70 5 5
19 155022 1251970505 63573243 170 10 38 7 7
65 154869 1251970505 63573239 196 11 34 5 5
17 236309 1251970505 146804789 260 13 43 6 6
65 236150 1251970505 146804783 333 16 38 6 6
1 256399 1251970505 167293532 910 16 124 10 10
17 256317 1251970505 167293531 539 11 125 6 7
33 256239 1251970505 167293525 632 13 108 7 8
65 256158 1251970505 167293526 786 20 115 6 6
11 256396 1251970505 167293529 1347 26 142 7 8
19 256311 1251970505 167293531 787 15 139 7 8
35 256234 1251970505 167293526 648 15 93 8 8
67 256152 1251970505 167293528 497 12 112 8 9
5 256387 1251970505 167293534 726 15 118 9 9
21 256306 1251970505 167293538 413 12 124 7 7
45 256231 1251970505 167293538 596 13 116 7 7
69 256147 1251970505 167293531 593 12 110 7 8
7 256382 1251970505 167293537 526 15 101 7 7
23 256300 1251970505 167293536 758 15 141 7 7
47 256225 1251970505 167293538 881 22 136 7 7
79 256144 1251970505 167293545 361 10 124 7 7
5 28629 1251970506 2504808 325 13 49 8 8
17 28559 1251970506 2504801 367 13 50 6 6
33 28481 1251970506 2504797 284 12 67 7 7
65 28400 1251970506 2504798 269 11 62 6 6
7 28624 1251970506 2504807 306 12 53 6 6
19 28553 1251970506 2504806 201 9 59 7 7
45 28473 1251970506 2504810 379 14 53 6 6
69 28389 1251970506 2504807 178 7 43 7 7
21 28548 1251970506 2504807 562 19 60 6 6
47 28467 1251970506 2504812 265 12 59 6 6
79 28386 1251970506 2504815 238 9 41 6 6
23 28542 1251970506 2504804 512 17 59 6 7
1 158061 1251970506 135031613 280 9 61 9 9
17 157979 1251970506 135031505 305 12 61 6 6
33 157901 1251970506 135031506 228 9 59 7 7
65 157820 1251970506 135031499 233 11 44 5 5
11 158058 1251970506 135031508 369 12 63 6 6
5 158049 1251970506 135031613 228 9 56 8 8
19 157973 1251970506 135031508 263 12 63 6 7
35 157896 1251970506 135031504 183 7 49 8 8
67 157814 1251970506 135031503 153 7 54 7 7
7 158044 1251970506 135031511 414 15 61 6 6
21 157968 1251970506 135031451 83 7 32 6 6
45 157893 1251970506 135031450 96 7 31 6 6
69 157809 1251970506 135031506 173 7 48 7 7
23 157962 1251970506 135031512 368 11 66 6 6
47 157887 1251970506 135031516 237 10 61 6 6
79 157806 1251970506 135031459 112 7 38 6 6
7 201261 1251970506 179285086 96 7 37 5 5
19 201190 1251970506 179285073 77 7 32 6 6
33 201120 1251970506 179287664 735 14 153 6 7
65 201039 1251970506 179287663 864 21 137 5 5
1 201280 1251970506 179287675 653 14 118 9 9
17 201198 1251970506 179287668 936 20 126 6 6
35 201115 1251970506 179287669 360 12 57 8 8
67 201033 1251970506 179287665 703 15 114 7 7
11 201277 1251970506 179287671 1110 26 137 6 6
21 201187 1251970506 179287676 696 19 122 5 6
45 201112 1251970506 179287676 755 15 127 5 6
69 201028 1251970506 179287669 808 15 139 6 7
5 201268 1251970506 179287672 968 20 148 8 8
23 201181 1251970506 179287678 751 18 143 6 6
47 201106 1251970506 179287680 657 13 155 6 6
79 201025 1251970506 179287682 856 20 141 5 5
7 243789 1251970507 22833264 150 9 35 5 5
17 243724 1251970507 22833254 237 16 29 5 5
65 243565 1251970507 22833253 200 11 30 5 5
21 243713 1251970507 22833260 235 13 34 5 5
79 243551 1251970507 22833268 232 12 31 5 5
1 12617 1251970507 54531830 196 7 49 9 9
17 12535 1251970507 54531826 251 12 63 5 5
33 12457 1251970507 54531820 366 14 54 6 6
65 12376 1251970507 54531819 363 14 46 5 5
11 12614 1251970507 54531826 249 11 62 6 6
19 12529 1251970507 54531827 364 12 66 6 6
45 12449 1251970507 54531834 262 11 71 5 5
69 12365 1251970507 54531832 122 7 40 6 6
5 12605 1251970507 54531833 104 7 43 8 8
21 12524 1251970507 54531832 322 13 67 5 5
47 12443 1251970507 54531836 242 9 53 5 6
79 12362 1251970507 54531838 290 13 58 5 5
7 12600 1251970507 54531827 383 15 58 5 5
23 12518 1251970507 54531833 331 12 77 6 6
21 63156 1251970507 106378376 108 7 27 5 5
17 136232 1251970507 181197367 89 7 35 5 5
33 136154 1251970507 181197359 114 7 31 6 6
65 136073 1251970507 181197364 292 12 69 4 5
21 136221 1251970507 181197365 213 9 63 5 5
45 136146 1251970507 181197368 136 7 41 5 5
69 136062 1251970507 181197370 220 8 54 6 6
23 136215 1251970507 181197362 189 10 60 5 5
79 136059 1251970507 181197363 187 9 65 5 5
7 146239 1251970507 191377730 238 14 28 5 5
17 146175 1251970507 191379011 438 15 80 5 5
47 146082 1251970507 191377732 166 9 45 5 5
65 146016 1251970507 191379011 419 19 62 4 4
1 146257 1251970507 191379020 266 10 49 9 9
19 146169 1251970507 191379017 373 13 72 6 6
33 146097 1251970507 191379011 322 13 62 6 6
67 146010 1251970507 191379009 484 15 80 7 7
11 146254 1251970507 191379014 619 20 75 5 6
21 146164 1251970507 191379019 414 13 79 5 5
35 146092 1251970507 191379013 156 7 45 8 8
69 146005 1251970507 191379016 335 12 74 6 6
5 146245 1251970507 191379019 347 12 66 8 8
45 146089 1251970507 191379023 261 11 75 5 5
11 181233 1251970508 27198455 246 11 41 5 6
21 181143 1251970508 27198462 170 9 33 5 5
45 181069 1251970508 27198464 138 9 39 5 5
65 180995 1251970508 27198452 220 13 34 4 4
7 181219 1251970508 27198459 261 12 42 5 5
23 181137 1251970508 27198463 217 9 42 5 5
47 181063 1251970508 27198467 146 9 34 5 5
79 180982 1251970508 27198467 318 13 46 5 5
11 201617 1251970508 48071108 94 7 30 5 6
1 230636 1251970508 77783526 196 7 57 9 9
21 230543 1251970508 77783434 152 10 31 5 5
45 230468 1251970508 77783327 151 10 29 5 5
65 230395 1251970508 77783516 95 8 24 4 4
11 230633 1251970508 77783523 317 10 56 6 6
17 230554 1251970508 77783521 174 10 49 5 5
33 230476 1251970508 77783518 521 17 72 6 6
69 230384 1251970508 77783515 368 13 70 6 6
7 230619 1251970508 77783523 341 12 57 5 5
19 230548 1251970508 77783521 205 8 47 6 6
35 230471 1251970508 77783517 304 9 64 8 8
79 230381 1251970508 77783531 384 13 64 5 5
23 230537 1251970508 77783528 257 9 63 5 5
47 230462 1251970508 77783526 440 16 74 5 5
11 244128 1251970508 91601939 119 9 29 5 6
65 250981 1251970508 98864020 122 9 28 4 4
45 251105 1251970508 98915949 165 12 31 5 5
1 258737 1251970508 106559077 257 11 55 9 9
17 258655 1251970508 106559072 366 14 56 5 5
33 258577 1251970508 106559065 467 16 70 6 6
65 258496 1251970508 106559065 385 16 62 4 4
11 258734 1251970508 106559072 341 12 62 5 6
19 258649 1251970508 106559075 334 12 59 6 6
45 258569 1251970508 106559081 360 13 55 5 5
67 258490 1251970508 106559072 204 9 49 7 7
47 258563 1251970508 106559079 588 24 57 5 5
5 258725 1251970508 106559077 330 12 53 8 8
21 258644 1251970508 106559080 375 16 55 5 5
69 258485 1251970508 106559076 193 9 42 6 6
7 258720 1251970508 106559077 273 12 50 5 5
23 258638 1251970508 106559078 495 15 63 5 5
79 258482 1251970508 106559084 369 14 61 4 5
11 19780 1251970508 130305500 130 7 35 6 6
17 19701 1251970508 130305494 182 10 34 5 5
45 19615 1251970508 130305503 90 7 34 5 5
65 19542 1251970508 130305491 125 10 24 4 4
21 19690 1251970508 130305503 102 7 33 5 5
11 90992 1251970509 3226193 301 13 38 6 6
17 90913 1251970509 3226191 168 9 45 5 5
33 90835 1251970509 3226188 127 7 43 6 6
65 90754 1251970509 3226185 276 12 46 4 4
7 90978 1251970509 3226196 135 7 38 5 5
