                   tem002   tem060   tem130   tem200   global   reflex   bilanz
03.03.2006 12:00    0.544   -0.053   -0.381   -0.232    8.333   38.296   -2.721
03.03.2006 12:10    0.527   -0.044   -0.349   -0.331    8.768   42.879   -2.376
03.03.2006 12:20    0.536   -0.024   -0.285   -0.182   13.381   69.067   -3.359
03.03.2006 12:30    0.543    0.003   -0.241    0.001   13.105   71.102   -2.395
03.03.2006 12:40    0.594   -0.006   -0.218    0.040   10.884   63.422   -2.505
03.03.2006 12:50    0.489   -0.002   -0.112    0.253   10.969   66.156   -3.943
03.03.2006 13:00    0.605    0.037    0.167    0.651   12.567   75.414   -3.356
03.03.2006 13:10    0.689    0.071    0.195    0.678   13.096   75.818    1.822
03.03.2006 13:20    0.764    0.129    0.276    0.820   17.805   95.564    9.778
03.03.2006 13:30    0.835    0.249    0.752    1.187   16.287   85.272   11.092
03.03.2006 13:40    0.939    0.470    0.979    1.450   38.803  181.132   33.110
03.03.2006 13:50    1.086    0.449    0.728    1.510   40.887  184.269   37.341
03.03.2006 14:00    1.257    0.606    1.256    1.996   32.097  140.802   29.553
03.03.2006 14:10    1.358    1.502    1.797    2.461   22.226   95.738   17.497
03.03.2006 14:20    1.445    1.888    1.881    2.699   19.011   77.960   15.451
03.03.2006 14:30    1.607    1.875    1.962    2.992   30.023  106.849   21.620
03.03.2006 14:40    1.562    1.665    1.945    3.080   13.623   54.387   10.257
03.03.2006 14:50    1.726    1.725    2.271    3.639   24.346   80.242   17.193
03.03.2006 15:00    1.897    2.102    3.330    4.797   22.181   70.929   16.879
03.03.2006 15:10    2.000    2.873    4.441    5.672   18.199   57.567   15.638
03.03.2006 15:20    2.028    3.907    5.397    6.172   33.951   89.073   24.080
03.03.2006 15:30    2.890    5.391    6.097    6.577   19.924   55.488   18.657
03.03.2006 15:40    4.009    6.076    6.486    6.733   15.564   44.305   17.140
03.03.2006 15:50    5.230    6.393    6.587    6.921   14.942   38.253   16.944
03.03.2006 16:00    5.612    6.559    6.606    6.916   16.912   33.405   17.241
03.03.2006 16:10    5.649    6.569    6.501    6.803   13.633   20.005   13.782
03.03.2006 16:20    5.924    6.866    6.654    7.027   32.700   30.457   17.452
03.03.2006 16:30    5.925    6.715    6.302    6.619   20.236   17.988   15.318
03.03.2006 16:40    5.671    6.726    6.343    6.577   15.671   12.445   14.181
03.03.2006 16:50    5.927    6.796    6.336    6.707   11.956    9.527   13.321
03.03.2006 17:00    3.739    3.025    2.569    3.238    5.667    5.403    6.134
03.03.2006 17:10    1.687    1.150    1.478    2.525    6.617    5.164    4.263
03.03.2006 17:20    1.300    0.726    1.398    2.849    2.746    2.036    3.056
03.03.2006 17:30    1.255    0.684    1.409    2.120    5.448    3.543    3.525
03.03.2006 17:40    1.297    1.020    1.936    2.873    5.510    3.500    4.253
03.03.2006 17:50    1.563    1.931    2.492    3.341    8.814    5.436    4.725
03.03.2006 18:00    1.196    1.842    2.345    3.324    4.724    2.742    2.914
03.03.2006 18:10    1.283    1.157    1.884    2.915    1.202    0.430    3.419
03.03.2006 18:20    1.284    0.780    1.762    2.982    0.404   -0.049    2.860
03.03.2006 18:30    1.134    0.492    0.890    2.766    0.063   -0.233    2.549
03.03.2006 18:40    0.955    0.315    0.703    2.462   -0.106   -0.277    1.315
03.03.2006 18:50    0.796    0.110   -0.245    1.090   -0.121   -0.245    1.657
03.03.2006 19:00    0.676    0.007   -0.420    0.018   -0.128   -0.183    1.148
03.03.2006 19:10    0.562   -0.055   -0.518   -0.359   -0.363   -0.015   -0.529
03.03.2006 19:20    0.492   -0.140   -0.689   -0.843   -0.175    0.046   -1.760
03.03.2006 19:30    0.405   -0.258   -0.861   -1.095   -0.103    0.085   -2.860
03.03.2006 19:40    0.301   -0.405   -1.058   -1.287   -0.060    0.043   -2.923
03.03.2006 19:50    0.246   -0.463   -1.096   -1.311   -0.245   -0.074   -2.798
03.03.2006 20:00    0.245   -0.491   -1.116   -1.324   -0.405   -0.150   -2.863
03.03.2006 20:10    0.220   -0.515   -1.170   -1.378   -0.483   -0.183   -3.221
03.03.2006 20:20    0.170   -0.542   -1.209   -1.415   -0.622   -0.215   -3.360
03.03.2006 20:30    0.172   -0.560   -1.210   -1.433   -0.723   -0.249   -3.411
03.03.2006 20:40    0.127   -0.591   -1.227   -1.446   -0.702   -0.281   -3.294
03.03.2006 20:50    0.113   -0.605   -1.250   -1.478   -0.746   -0.250   -3.254
03.03.2006 21:00    0.075   -0.645   -1.278   -1.510   -0.748   -0.215   -3.123
03.03.2006 21:10    0.049   -0.684   -1.304   -1.531   -0.637   -0.167   -3.052
03.03.2006 21:20    0.007   -0.721   -1.304   -1.527   -0.450   -0.135   -2.839
03.03.2006 21:30   -0.053   -0.750   -1.291   -1.519   -0.405   -0.128   -2.275
03.03.2006 21:40   -0.040   -0.792   -1.330   -1.556   -0.311   -0.124   -1.734
03.03.2006 21:50   -0.109   -0.854   -1.372   -1.613   -0.251   -0.109   -1.436
03.03.2006 22:00   -0.144   -0.892   -1.399   -1.608   -0.226   -0.139   -1.099
03.03.2006 22:10   -0.185   -0.903   -1.401   -1.584   -0.134   -0.149   -0.771
03.03.2006 22:20   -0.217   -0.929   -1.415   -1.598   -0.085   -0.140   -0.585
03.03.2006 22:30   -0.237   -0.936   -1.418   -1.605   -0.051   -0.142   -0.329
03.03.2006 22:40   -0.226   -0.935   -1.409   -1.589   -0.030   -0.153   -0.035
03.03.2006 22:50   -0.220   -0.935   -1.402   -1.573    0.009   -0.148    0.263
03.03.2006 23:00   -0.230   -0.927   -1.380   -1.546    0.060   -0.148    0.517
03.03.2006 23:10   -0.162   -0.923   -1.363   -1.541    0.095   -0.156    0.773
03.03.2006 23:20   -0.104   -0.926   -1.359   -1.538    0.139   -0.179    1.224
03.03.2006 23:30   -0.147   -0.915   -1.357   -1.539    0.161   -0.210    1.447
03.03.2006 23:40   -0.172   -0.895   -1.353   -1.542    0.174   -0.249    1.516
03.03.2006 23:50   -0.230   -0.888   -1.349   -1.545    0.215   -0.246    1.613
04.03.2006 00:00   -0.207   -0.869   -1.339   -1.537    0.208   -0.272    1.682
04.03.2006 00:10   -0.207   -0.859   -1.328   -1.525    0.228   -0.247    1.709
04.03.2006 00:20   -0.218   -0.870   -1.347   -1.553    0.281   -0.233    1.753
04.03.2006 00:30   -0.195   -0.871   -1.349   -1.543    0.265   -0.206    1.793
04.03.2006 00:40   -0.203   -0.863   -1.333   -1.524    0.284   -0.008    1.859
04.03.2006 00:50   -0.198   -0.846   -1.324   -1.511    0.281    0.171    1.951
04.03.2006 01:00   -0.200   -0.853   -1.328   -1.525    0.271    0.163    2.003
04.03.2006 01:10   -0.206   -0.864   -1.342   -1.569    0.284    0.158    2.090
04.03.2006 01:20   -0.198   -0.869   -1.360   -1.575    0.246    0.169    2.179
04.03.2006 01:30   -0.177   -0.874   -1.343   -1.552    0.195    0.190    2.236
04.03.2006 01:40   -0.211   -0.883   -1.358   -1.585    0.208    0.202    2.304
04.03.2006 01:50   -0.195   -0.899   -1.408   -1.657    0.187    0.190    2.685
04.03.2006 02:00   -0.243   -0.916   -1.433   -1.683    0.179    0.151    3.821
04.03.2006 02:10   -0.289   -0.939   -1.473   -1.702    0.206    0.133    4.975
04.03.2006 02:20   -0.369   -0.950   -1.490   -1.698    0.236    0.037    7.609
04.03.2006 02:30   -0.503   -0.945   -1.514   -1.745    0.356   -0.564   14.633
04.03.2006 02:40   -0.690   -0.874   -1.513   -1.771    0.237   -1.014   16.078
04.03.2006 02:50   -0.744   -0.840   -1.484   -1.780   -0.187   -0.919   13.076
04.03.2006 03:00   -0.644   -0.812   -1.470   -1.854   -0.677   -0.389    9.827
04.03.2006 03:10   -0.634   -0.878   -1.416   -1.859   -0.849   -0.136    8.347
04.03.2006 03:20   -0.638   -0.843   -1.344   -1.862   -0.839   -0.020    7.482
04.03.2006 03:30   -0.604   -0.913   -1.279   -1.798   -0.837    0.038    7.019
04.03.2006 03:40   -0.639   -0.928   -1.298   -1.828   -0.780    0.061    7.596
04.03.2006 03:50   -0.736   -0.913   -1.174   -1.873   -0.585   -0.108   11.718
04.03.2006 04:00   -0.880   -0.790   -0.858   -1.800   -0.456   -0.491   12.793
04.03.2006 04:10   -1.032   -0.652   -0.790   -1.707   -0.703   -0.343   12.873
04.03.2006 04:20   -0.958   -0.760   -0.815   -1.602   -0.803   -0.307   12.923
04.03.2006 04:30   -1.061   -0.853   -0.825   -1.492   -0.762   -0.461   14.456
04.03.2006 04:40   -1.304   -0.836   -0.861   -1.489   -0.647   -0.609   15.928
04.03.2006 04:50   -1.395   -1.024   -0.924   -1.388   -0.623   -0.904   16.103
04.03.2006 05:00   -1.681   -1.024   -1.057   -1.345   -1.051   -0.466   16.328
04.03.2006 05:10   -1.715   -1.102   -1.178   -1.380   -1.037   -0.428   16.849
04.03.2006 05:20   -1.820   -1.024   -1.275   -1.517   -0.982   -0.609   16.987
04.03.2006 05:30   -1.798   -0.905   -1.233   -1.483   -1.231   -0.256   17.413
04.03.2006 05:40   -1.842   -0.915   -1.225   -1.573   -1.335   -0.222   17.388
04.03.2006 05:50   -1.963   -0.850   -1.162   -1.460   -1.296   -0.342   17.107
04.03.2006 06:00   -2.017   -0.962   -1.151   -1.377   -1.288   -0.378   16.712
