                   tem002   tem060   tem130   tem200   global   reflex   bilanz
02.05.2006 13:40   20.295   18.810   17.880   17.544  710.536  136.387  430.371
02.05.2006 13:50   20.214   18.777   17.887   17.617  791.514  147.930  456.556
02.05.2006 14:00   20.613   19.192   18.391   17.722  798.326  152.734  477.129
02.05.2006 14:10   20.988   19.523   18.670   18.077  784.684  151.722  466.243
02.05.2006 14:20   21.177   19.930   18.817   18.328  784.778  153.384  463.136
02.05.2006 14:30   21.494   20.120   19.050   18.554  730.387  144.258  424.121
02.05.2006 14:40   21.289   20.130   19.216   18.628  717.139  143.168  415.416
02.05.2006 14:50   21.514   20.163   19.390   18.783  654.968  131.535  371.076
02.05.2006 15:00   21.514   20.212   19.392   18.853  647.216  131.173  365.510
02.05.2006 15:10   21.355   20.303   19.537   18.970  631.018  129.037  355.274
02.05.2006 15:20   21.421   20.419   19.515   19.113  611.918  126.837  340.278
02.05.2006 15:30   21.802   20.946   19.986   19.492  570.716  119.381  311.640
02.05.2006 15:40   21.872   21.036   19.948   19.640  580.914  123.293  317.919
02.05.2006 15:50   21.699   20.974   20.179   19.574  547.481  117.638  294.381
02.05.2006 16:00   21.933   20.924   19.980   19.426  476.634  103.878  242.663
02.05.2006 16:10   21.831   21.069   20.276   19.598  507.772  113.706  260.691
02.05.2006 16:20   21.791   21.108   20.293   19.723  476.140  108.420  238.980
02.05.2006 16:30   22.226   21.357   20.605   19.918  448.447  104.346  217.318
02.05.2006 16:40   22.119   21.110   20.375   19.664  395.711   92.680  182.156
02.05.2006 16:50   22.108   21.291   20.525   19.894  373.303   88.719  164.896
02.05.2006 17:00   22.072   21.340   20.449   19.869  354.888   85.809  152.781
02.05.2006 17:10   22.121   21.001   20.358   19.790  331.163   79.151  138.594
02.05.2006 17:20   22.108   21.059   20.379   19.789  302.713   57.838  127.764
02.05.2006 17:30   21.961   20.957   20.189   19.671  257.854   44.976   96.490
02.05.2006 17:40   21.522   20.979   20.075   19.659  184.963   24.322   87.444
02.05.2006 17:50   21.494   20.997   20.207   19.684  105.230   15.028   10.614
02.05.2006 18:00   21.566   20.967   20.299   19.706   72.216   10.892   -6.034
02.05.2006 18:10   21.267   21.056   20.198   19.752   74.718   10.761   -8.453
02.05.2006 18:20   20.933   21.048   20.198   19.733   63.722    9.942  -11.864
02.05.2006 18:30   20.211   20.970   20.248   19.788   48.972    6.692  -19.154
