30		15
35		19
38		22
40		29
44		36
50		45
55		55
60		68
68		80
76		100
85		122
95		150
105		180
115		230
130		280
145		350
160		400
175		480
190		550
210		600
230		700
250		800
275		900
300		1000
320		1100
340		1200
350		1300
370		1400
390		1500
400		1580
410		1700
410		1750
420		1750
425		1800


from gleichrichter_kennlinie_2triggerboard.xls
