1.22638449E+06 2.4528228E-04 4E-04
1.23762227E+06 5.4534606E-04 4E-04
1.24886004E+06 -2.0443771E-05 4E-04
1.26009781E+06 -1.7237567E-04 4E-04
1.27133559E+06 -2.6459629E-05 4E-04
1.28257336E+06 2.2296923E-04 4E-04
1.29381113E+06 -6.3061650E-04 4E-04
1.30504891E+06 -8.4612111E-04 4E-04
1.31628668E+06 -3.5094877E-04 4E-04
1.32752445E+06 -4.7009659E-04 4E-04
1.33876223E+06 -1.5020582E-03 4E-04
1.35000000E+06 -5.6922487E-03 4E-04
1.36123777E+06 -5.9336699E-03 4E-04
1.37247555E+06 -4.7125760E-03 4E-04
1.38371332E+06 -3.4185874E-03 4E-04
1.39495109E+06 -1.1751699E-03 4E-04
1.40618887E+06 -1.2440927E-03 4E-04
1.41742664E+06 -1.6625697E-03 4E-04
1.42866441E+06 -2.6848346E-03 4E-04
1.43990219E+06 -3.7946349E-03 4E-04
1.45113996E+06 -3.8502663E-03 4E-04
1.46237773E+06 -2.8327310E-03 4E-04
1.47361551E+06 -3.0735880E-03 4E-04
1.48485328E+06 -1.9807003E-03 4E-04
1.49609105E+06 -1.5686757E-03 4E-04
1.50732883E+06 -1.0678632E-04 4E-04
1.51856660E+06 -1.8252169E-04 4E-04
1.52980438E+06 -4.4046843E-04 4E-04
1.54104215E+06 -9.8837912E-04 4E-04
1.55227992E+06 -3.0808430E-04 4E-04
1.56351770E+06 6.3442328E-04 4E-04
1.57475547E+06 -3.5118367E-04 4E-04
1.58599324E+06 -7.1955181E-04 4E-04
1.59723102E+06 -4.1536707E-04 4E-04
1.60846879E+06 4.7229163E-04 4E-04
1.61970656E+06 2.7814676E-04 4E-04
1.63094434E+06 -4.5672699E-04 4E-04
1.64218211E+06 -4.3402871E-04 4E-04
1.65341988E+06 -4.0413984E-04 4E-04
1.66465766E+06 8.4392705E-05 4E-04
1.67589543E+06 3.2917647E-05 4E-04
1.68713320E+06 -1.2204892E-04 4E-04
1.69837098E+06 3.7722808E-04 4E-04
1.70960875E+06 3.7887308E-04 4E-04
1.72084652E+06 3.9343521E-04 4E-04
1.73208430E+06 -7.7286648E-05 4E-04
1.74332207E+06 -4.7892850E-04 4E-04
1.75455984E+06 9.6523334E-05 4E-04
1.76579762E+06 -4.9659757E-05 4E-04
1.77703539E+06 -1.7811332E-04 4E-04
1.78827316E+06 -1.9349073E-04 4E-04
1.79951094E+06 -3.8648502E-04 4E-04
1.81074871E+06 -3.1419282E-04 4E-04
1.82198648E+06 3.9615330E-05 4E-04
1.83322426E+06 -1.5692167E-05 4E-04
1.84446203E+06 -1.0417891E-04 4E-04
1.85569980E+06 3.0288746E-04 4E-04
1.86693758E+06 -1.8893772E-04 4E-04
1.87817535E+06 5.9073504E-05 4E-04
1.88941312E+06 -2.1485376E-04 4E-04
1.90065090E+06 8.8676406E-06 4E-04
1.91188867E+06 -1.2775413E-04 4E-04
1.92312645E+06 3.7288148E-04 4E-04
1.93436422E+06 -2.7019883E-04 4E-04
1.94560199E+06 -6.3200103E-04 4E-04
1.95683977E+06 -5.3841004E-04 4E-04
1.96807754E+06 3.3093739E-04 4E-04
1.97931531E+06 3.4785533E-04 4E-04
1.99055309E+06 7.3335390E-04 4E-04
2.00179086E+06 6.0610194E-04 4E-04
2.01302863E+06 4.7152970E-04 4E-04
2.02426641E+06 -2.5376384E-04 4E-04
2.03550418E+06 2.1193705E-04 4E-04
2.04674195E+06 -7.0357544E-04 4E-04
2.05797973E+06 2.2934964E-05 4E-04
